Title,Company,Location,Link
Jr BA/Coordinator,STAND 8 Technology Consulting,"New York, NY",https://www.linkedin.com/jobs/view/jr-ba-coordinator-at-stand-8-technology-consulting-4158904451?position=31&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=GBBqmIPQJ8%2BM%2BvHNEz9nRw%3D%3D
Sr. Data Warehouse Engineer,BETSOL,"Denver, CO",https://www.linkedin.com/jobs/view/sr-data-warehouse-engineer-at-betsol-4179400985?position=32&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=rC79dwV9jrms8rigk%2BtHBQ%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161851624?position=33&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=HrKPsFsaLAfhGj1vBKolYw%3D%3D
Business Intelligence Analyst,Verisk,"Lehi, UT",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-verisk-4161858036?position=34&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=%2BoDlTWuyUFSGcMFj%2BbDXJg%3D%3D
Data and AI Engineer - Summer 2025 Intern,Sanofi,"Cambridge, MA",https://www.linkedin.com/jobs/view/data-and-ai-engineer-summer-2025-intern-at-sanofi-4176883003?position=35&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=rHlHX8g%2BPLZLah58DO1PTQ%3D%3D
Data Scientist - Bellevue,RESULTICKS,"Bellevue, WA",https://www.linkedin.com/jobs/view/data-scientist-bellevue-at-resulticks-4167234790?position=36&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=YWocABtVmOp5tCMpfMjNXQ%3D%3D
"Staff Data Analyst, Customer Success Strategy & Ops",HubSpot,"Cambridge, MA",https://www.linkedin.com/jobs/view/staff-data-analyst-customer-success-strategy-ops-at-hubspot-4172395108?position=37&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=DT%2B7pf%2B7GIC2jzdEpMeMdw%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4128019547?position=38&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=FgOse9E%2FxHOYYkMmYutuSw%3D%3D
"ML Data Associate-II, Artificial General Intelligence",Amazon,"Boston, MA",https://www.linkedin.com/jobs/view/ml-data-associate-ii-artificial-general-intelligence-at-amazon-4119711027?position=39&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=8N4pxX1hbQIJzASMFZfgag%3D%3D
Specialist- Expert,"V-Soft Consulting Group, Inc.","Raleigh, NC",https://www.linkedin.com/jobs/view/specialist-expert-at-v-soft-consulting-group-inc-4181590456?position=40&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=hGeXQ13Y%2ByaYZoJs0LONjg%3D%3D
Advanced Data Engineer 100% Remote,"V-Soft Consulting Group, Inc.","Illinois, United States",https://www.linkedin.com/jobs/view/advanced-data-engineer-100%25-remote-at-v-soft-consulting-group-inc-4181230797?position=41&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=7WS2g4hnEVLSiGAJjgxg5w%3D%3D
Senior BI Consultant,Quantzig,San Francisco Bay Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087717233?position=42&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=8H1y2Nr9Pl3%2FPhcbHBulaw%3D%3D
Senior BI Consultant,Quantzig,Greater Minneapolis-St. Paul Area,https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087718226?position=43&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=DhVNK%2FPKmwRJrb78YlG1ag%3D%3D
Enterprise Data Modeler,"V-Soft Consulting Group, Inc.","Richmond, VA",https://www.linkedin.com/jobs/view/enterprise-data-modeler-at-v-soft-consulting-group-inc-4130577828?position=44&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=k6J34P4W8Y3M%2BhY%2BsJbhAQ%3D%3D
Fundamental Equities Alternative Data Analyst,The D. E. Shaw Group,"New York, NY",https://www.linkedin.com/jobs/view/fundamental-equities-alternative-data-analyst-at-the-d-e-shaw-group-4084834343?position=45&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=IVDcuMaQTmd8v8ryLIGo9w%3D%3D
"Senior Analyst, Strategic Insights",Chegg Inc.,United States,https://www.linkedin.com/jobs/view/senior-analyst-strategic-insights-at-chegg-inc-4176383606?position=46&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=FhDFsDK6mzVWOxC%2BVQUBmQ%3D%3D
Senior BI Consultant,Quantzig,"Austin, TX",https://www.linkedin.com/jobs/view/senior-bi-consultant-at-quantzig-4087713690?position=47&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=LN1Y4US8Ofj7bvSM4uKsmw%3D%3D
"Director, Data Analysis",Zelis,"Texas, United States",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182956874?position=48&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=yr62UIPTMh8DQ4vee6R82g%3D%3D
"Senior Data Analyst | Research Operations | Hybrid or Remote, US",Savanta,United States,https://www.linkedin.com/jobs/view/senior-data-analyst-research-operations-hybrid-or-remote-us-at-savanta-4182114704?position=49&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=vgrDAla2ggQVZEXvbo%2FWBw%3D%3D
Data Scientist,MatchPoint,"Sunnyvale, CA",https://www.linkedin.com/jobs/view/data-scientist-at-matchpoint-4178073711?position=50&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=jUGhCkLasLHiiANzIFru%2FA%3D%3D
Data Quality Analyst,IntegriChain,Greater Philadelphia,https://www.linkedin.com/jobs/view/data-quality-analyst-at-integrichain-4158902101?position=51&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=3cab3kSS1eIppUJwlGzZPw%3D%3D
"Director, Data Analysis",Zelis,"Hillsborough County, FL",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182963379?position=52&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=C0UhPnM5r9CopXpXYCJ%2BhQ%3D%3D
Data Modeler - Data Engineering (Healthcare),Exusia,United States,https://www.linkedin.com/jobs/view/data-modeler-data-engineering-healthcare-at-exusia-4143877822?position=53&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=kRtAVFfZmFtHnWx%2BPXIl9g%3D%3D
Senior Data Engineer,WaferWire Cloud Technologies,"Redmond, WA",https://www.linkedin.com/jobs/view/senior-data-engineer-at-waferwire-cloud-technologies-4180051317?position=54&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=lQX3RuG9vWpWbADWendD8g%3D%3D
Head of Data Sciences & Analysis,Pfizer,"New York, NY",https://www.linkedin.com/jobs/view/head-of-data-sciences-analysis-at-pfizer-4182468111?position=55&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=AnAaRdqiITWYSwNcsUWgtw%3D%3D
Revenue Operations & Analytics Associate,Instawork,"Chicago, IL",https://www.linkedin.com/jobs/view/revenue-operations-analytics-associate-at-instawork-4127908835?position=56&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=pJsIE8%2F2OqHJwX9TTVRtZQ%3D%3D
"Director, Data Analysis",Zelis,"Fulton County, GA",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182957865?position=57&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=noIBlTVCkMXNnZct1EU3VQ%3D%3D
Business Intelligence Analyst 3,Jobs via Dice,"Redmond, WA",https://www.linkedin.com/jobs/view/business-intelligence-analyst-3-at-jobs-via-dice-4180591925?position=58&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=SOsNmlStwP2%2BrTdD7le82A%3D%3D
Senior BI Developer,Chegg Inc.,"Santa Clara, CA",https://www.linkedin.com/jobs/view/senior-bi-developer-at-chegg-inc-4179694800?position=59&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=pSs412PuvYBZZMA3o7%2FvEw%3D%3D
"Director, Data Analysis",Zelis,"Middlesex County, MA",https://www.linkedin.com/jobs/view/director-data-analysis-at-zelis-4182958782?position=60&pageNum=0&refId=laiogQ19Ms01g2cQK3RBdg%3D%3D&trackingId=%2B2t9eg3tyjWRE2ORiMQJag%3D%3D
